gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Male,41,Married,A Levels,Scottish,White,"20,800 to 28,600",Scotland,Yes,24.0,24.0,Packets
Female,69,Divorced,No Qualification,British,White,"5,200 to 10,400",Scotland,No,,,
Male,54,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,59,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,20.0,Hand-Rolled
Female,23,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,15.0,Packets
Male,40,Married,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,30.0,15.0,Packets
Male,17,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,6.0,Packets
Male,54,Single,No Qualification,British,White,"5,200 to 10,400",Scotland,No,,,
Female,49,Divorced,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,55,Married,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,45.0,45.0,Hand-Rolled
Male,51,Widowed,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
Female,73,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Female,41,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,70,Married,GCSE/O Level,British,White,"20,800 to 28,600",Scotland,No,,,
Female,44,Separated,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,15.0,10.0,Packets
Male,51,Divorced,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,68,Married,Degree,Irish,White,"28,600 to 36,400",Scotland,Yes,1.0,0.0,Packets
Female,75,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,60,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,15.0,Packets
Male,56,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,64,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,27,Single,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,73,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,12.0,Packets
Male,34,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,2.0,Packets
Male,47,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,15.0,10.0,Hand-Rolled
Male,32,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,63,Married,No Qualification,British,White,"15,600 to 20,800",Scotland,No,,,
Female,23,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,63,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,46,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,48,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,68,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,52,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,20.0,Packets
Female,29,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,6.0,Packets
Female,16,Single,No Qualification,Scottish,White,Refused,Scotland,No,,,
Male,41,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Female,48,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
Male,24,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,72,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,40.0,40.0,Hand-Rolled
Male,45,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,,,
Female,28,Married,Degree,British,White,"28,600 to 36,400",Scotland,No,,,
Male,20,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,69,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,70,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,50,Married,GCSE/CSE,Scottish,White,"15,600 to 20,800",Scotland,Yes,25.0,20.0,Both/Mainly Packets
Male,63,Married,A Levels,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
Male,44,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,,,
Female,83,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,17,Single,GCSE/CSE,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,15.0,Packets
Female,61,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,47,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,20.0,Packets
Male,57,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,44,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,10.0,Packets
Male,52,Single,GCSE/CSE,Irish,White,"15,600 to 20,800",Scotland,Yes,25.0,20.0,Both/Mainly Packets
Male,82,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,63,Married,A Levels,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,72,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,39,Married,Higher/Sub Degree,Scottish,White,"Above 36,400",Scotland,No,,,
Male,16,Single,No Qualification,Scottish,White,Refused,Scotland,No,,,
Female,35,Divorced,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Female,39,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,56,Separated,No Qualification,Scottish,White,Refused,Scotland,Yes,10.0,10.0,Hand-Rolled
Female,31,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,60.0,30.0,Packets
Male,61,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,23,Separated,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,5.0,0.0,Packets
Male,34,Single,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,35.0,18.0,Both/Mainly Hand-Rolled
Male,24,Single,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,82,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,27,Married,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Female,62,Divorced,GCSE/CSE,Scottish,White,"2,600 to 5,200",Scotland,Yes,18.0,18.0,Packets
Male,39,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",Scotland,No,,,
Male,44,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,43,Single,No Qualification,British,White,"10,400 to 15,600",Scotland,Yes,25.0,20.0,Packets
Male,31,Single,GCSE/O Level,Scottish,White,"2,600 to 5,200",Scotland,Yes,20.0,15.0,Both/Mainly Packets
Male,77,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",Scotland,Yes,20.0,10.0,Packets
Female,20,Single,GCSE/O Level,English,White,"5,200 to 10,400",Scotland,No,,,
Female,81,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,31,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,10.0,Packets
Female,78,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,35,Married,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,67,Widowed,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,65,Divorced,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,61,Married,Higher/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,24,Single,No Qualification,Scottish,White,"Under 2,600",Scotland,Yes,15.0,15.0,Hand-Rolled
Male,53,Single,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Female,63,Married,No Qualification,British,White,Refused,Scotland,No,,,
Male,35,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,3.0,12.0,Packets
Male,78,Widowed,No Qualification,Scottish,White,Refused,Scotland,No,,,
Female,31,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,22,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,49,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Scotland,Yes,20.0,20.0,Hand-Rolled
Male,45,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,51,Married,No Qualification,English,White,"2,600 to 5,200",Scotland,Yes,20.0,20.0,Packets
Male,31,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
